date,X,Y,Z,OT
10710,7.88E+00,1.38E+01,1.44E+01,1.44E+01
10711,9.06E+00,1.57E+01,1.58E+01,1.58E+01
10712,1.04E+01,1.76E+01,1.78E+01,1.78E+01
10713,1.18E+01,1.93E+01,2.05E+01,2.05E+01
10714,1.33E+01,2.07E+01,2.40E+01,2.40E+01
10715,1.48E+01,2.14E+01,2.82E+01,2.82E+01
10716,1.61E+01,2.09E+01,3.30E+01,3.30E+01
10717,1.71E+01,1.88E+01,3.80E+01,3.80E+01
10718,1.74E+01,1.51E+01,4.24E+01,4.24E+01
10719,1.69E+01,9.75E+00,4.54E+01,4.54E+01
10720,1.55E+01,3.67E+00,4.63E+01,4.63E+01
10721,1.31E+01,-2.07E+00,4.49E+01,4.49E+01
10722,1.01E+01,-6.48E+00,4.20E+01,4.20E+01
10723,6.78E+00,-9.18E+00,3.84E+01,3.84E+01
10724,3.59E+00,-1.04E+01,3.51E+01,3.51E+01
10725,7.91E-01,-1.07E+01,3.25E+01,3.25E+01
10726,-1.51E+00,-1.06E+01,3.06E+01,3.06E+01
10727,-3.32E+00,-1.03E+01,2.93E+01,2.93E+01
10728,-4.71E+00,-9.99E+00,2.84E+01,2.84E+01
10729,-5.77E+00,-9.75E+00,2.79E+01,2.79E+01
10730,-6.56E+00,-9.57E+00,2.75E+01,2.75E+01
10731,-7.17E+00,-9.45E+00,2.73E+01,2.73E+01
10732,-7.62E+00,-9.36E+00,2.72E+01,2.72E+01
10733,-7.97E+00,-9.30E+00,2.72E+01,2.72E+01
10734,-8.24E+00,-9.25E+00,2.72E+01,2.72E+01
10735,-8.44E+00,-9.19E+00,2.73E+01,2.73E+01
10736,-8.59E+00,-9.13E+00,2.74E+01,2.74E+01
10737,-8.70E+00,-9.06E+00,2.75E+01,2.75E+01
10738,-8.77E+00,-8.97E+00,2.76E+01,2.76E+01
10739,-8.81E+00,-8.87E+00,2.77E+01,2.77E+01
10740,-8.82E+00,-8.74E+00,2.78E+01,2.78E+01
10741,-8.81E+00,-8.61E+00,2.78E+01,2.78E+01
10742,-8.77E+00,-8.47E+00,2.79E+01,2.79E+01
10743,-8.71E+00,-8.32E+00,2.79E+01,2.79E+01
10744,-8.63E+00,-8.18E+00,2.78E+01,2.78E+01
10745,-8.54E+00,-8.05E+00,2.78E+01,2.78E+01
10746,-8.44E+00,-7.93E+00,2.76E+01,2.76E+01
10747,-8.34E+00,-7.83E+00,2.75E+01,2.75E+01
10748,-8.24E+00,-7.75E+00,2.73E+01,2.73E+01
10749,-8.14E+00,-7.71E+00,2.72E+01,2.72E+01
10750,-8.05E+00,-7.69E+00,2.70E+01,2.70E+01
10751,-7.98E+00,-7.70E+00,2.68E+01,2.68E+01
10752,-7.92E+00,-7.74E+00,2.66E+01,2.66E+01
10753,-7.89E+00,-7.81E+00,2.64E+01,2.64E+01
10754,-7.87E+00,-7.91E+00,2.62E+01,2.62E+01
10755,-7.88E+00,-8.04E+00,2.61E+01,2.61E+01
10756,-7.91E+00,-8.18E+00,2.59E+01,2.59E+01
10757,-7.96E+00,-8.34E+00,2.58E+01,2.58E+01
10758,-8.04E+00,-8.52E+00,2.58E+01,2.58E+01
10759,-8.14E+00,-8.71E+00,2.58E+01,2.58E+01
10760,-8.25E+00,-8.89E+00,2.58E+01,2.58E+01
10761,-8.38E+00,-9.07E+00,2.59E+01,2.59E+01
10762,-8.52E+00,-9.24E+00,2.61E+01,2.61E+01
10763,-8.66E+00,-9.39E+00,2.62E+01,2.62E+01
10764,-8.81E+00,-9.50E+00,2.65E+01,2.65E+01
10765,-8.95E+00,-9.58E+00,2.67E+01,2.67E+01
10766,-9.07E+00,-9.62E+00,2.70E+01,2.70E+01
10767,-9.18E+00,-9.60E+00,2.73E+01,2.73E+01
10768,-9.27E+00,-9.54E+00,2.76E+01,2.76E+01
10769,-9.32E+00,-9.41E+00,2.79E+01,2.79E+01
10770,-9.34E+00,-9.24E+00,2.82E+01,2.82E+01
10771,-9.32E+00,-9.02E+00,2.84E+01,2.84E+01
10772,-9.26E+00,-8.76E+00,2.86E+01,2.86E+01
10773,-9.16E+00,-8.48E+00,2.87E+01,2.87E+01
10774,-9.02E+00,-8.19E+00,2.87E+01,2.87E+01
10775,-8.86E+00,-7.90E+00,2.86E+01,2.86E+01
10776,-8.66E+00,-7.62E+00,2.85E+01,2.85E+01
10777,-8.46E+00,-7.38E+00,2.83E+01,2.83E+01
10778,-8.24E+00,-7.18E+00,2.81E+01,2.81E+01
10779,-8.03E+00,-7.03E+00,2.77E+01,2.77E+01
10780,-7.83E+00,-6.93E+00,2.74E+01,2.74E+01
10781,-7.65E+00,-6.89E+00,2.70E+01,2.70E+01
10782,-7.50E+00,-6.90E+00,2.66E+01,2.66E+01
10783,-7.38E+00,-6.97E+00,2.62E+01,2.62E+01
10784,-7.29E+00,-7.09E+00,2.59E+01,2.59E+01
10785,-7.25E+00,-7.25E+00,2.55E+01,2.55E+01
10786,-7.25E+00,-7.47E+00,2.52E+01,2.52E+01
10787,-7.30E+00,-7.72E+00,2.50E+01,2.50E+01
10788,-7.38E+00,-8.01E+00,2.48E+01,2.48E+01
10789,-7.51E+00,-8.33E+00,2.46E+01,2.46E+01
10790,-7.67E+00,-8.67E+00,2.46E+01,2.46E+01
10791,-7.87E+00,-9.03E+00,2.46E+01,2.46E+01
10792,-8.10E+00,-9.39E+00,2.47E+01,2.47E+01
10793,-8.36E+00,-9.74E+00,2.49E+01,2.49E+01
10794,-8.64E+00,-1.01E+01,2.52E+01,2.52E+01
10795,-8.92E+00,-1.03E+01,2.56E+01,2.56E+01
10796,-9.21E+00,-1.06E+01,2.61E+01,2.61E+01
10797,-9.48E+00,-1.07E+01,2.66E+01,2.66E+01
10798,-9.73E+00,-1.08E+01,2.72E+01,2.72E+01
10799,-9.93E+00,-1.07E+01,2.79E+01,2.79E+01
10800,-1.01E+01,-1.05E+01,2.85E+01,2.85E+01
10801,-1.02E+01,-1.02E+01,2.91E+01,2.91E+01
10802,-1.02E+01,-9.76E+00,2.96E+01,2.96E+01
10803,-1.01E+01,-9.23E+00,3.00E+01,3.00E+01
10804,-9.92E+00,-8.64E+00,3.03E+01,3.03E+01
10805,-9.66E+00,-8.01E+00,3.04E+01,3.04E+01
10806,-9.33E+00,-7.38E+00,3.03E+01,3.03E+01
10807,-8.94E+00,-6.80E+00,3.01E+01,3.01E+01
10808,-8.52E+00,-6.29E+00,2.97E+01,2.97E+01
10809,-8.07E+00,-5.88E+00,2.92E+01,2.92E+01
10810,-7.63E+00,-5.57E+00,2.86E+01,2.86E+01
10811,-7.22E+00,-5.37E+00,2.79E+01,2.79E+01
10812,-6.85E+00,-5.28E+00,2.72E+01,2.72E+01
10813,-6.53E+00,-5.28E+00,2.65E+01,2.65E+01
10814,-6.28E+00,-5.38E+00,2.57E+01,2.57E+01
10815,-6.10E+00,-5.55E+00,2.50E+01,2.50E+01
10816,-5.99E+00,-5.80E+00,2.44E+01,2.44E+01
10817,-5.95E+00,-6.12E+00,2.38E+01,2.38E+01
10818,-5.99E+00,-6.50E+00,2.32E+01,2.32E+01
10819,-6.09E+00,-6.94E+00,2.28E+01,2.28E+01
10820,-6.26E+00,-7.43E+00,2.24E+01,2.24E+01
10821,-6.49E+00,-7.99E+00,2.21E+01,2.21E+01
10822,-6.79E+00,-8.59E+00,2.20E+01,2.20E+01
10823,-7.15E+00,-9.23E+00,2.20E+01,2.20E+01
10824,-7.57E+00,-9.90E+00,2.21E+01,2.21E+01
10825,-8.03E+00,-1.06E+01,2.25E+01,2.25E+01
10826,-8.55E+00,-1.13E+01,2.30E+01,2.30E+01
10827,-9.09E+00,-1.19E+01,2.37E+01,2.37E+01
10828,-9.65E+00,-1.25E+01,2.46E+01,2.46E+01
10829,-1.02E+01,-1.29E+01,2.57E+01,2.57E+01
10830,-1.07E+01,-1.31E+01,2.69E+01,2.69E+01
10831,-1.12E+01,-1.31E+01,2.83E+01,2.83E+01
10832,-1.16E+01,-1.27E+01,2.97E+01,2.97E+01
10833,-1.18E+01,-1.21E+01,3.11E+01,3.11E+01
10834,-1.19E+01,-1.11E+01,3.23E+01,3.23E+01
10835,-1.17E+01,-9.87E+00,3.32E+01,3.32E+01
10836,-1.13E+01,-8.46E+00,3.37E+01,3.37E+01
10837,-1.08E+01,-6.99E+00,3.39E+01,3.39E+01
10838,-1.00E+01,-5.58E+00,3.36E+01,3.36E+01
10839,-9.13E+00,-4.36E+00,3.29E+01,3.29E+01
10840,-8.17E+00,-3.38E+00,3.19E+01,3.19E+01
10841,-7.21E+00,-2.67E+00,3.08E+01,3.08E+01
10842,-6.31E+00,-2.22E+00,2.95E+01,2.95E+01
10843,-5.49E+00,-1.98E+00,2.82E+01,2.82E+01
10844,-4.79E+00,-1.92E+00,2.69E+01,2.69E+01
10845,-4.21E+00,-1.98E+00,2.57E+01,2.57E+01
10846,-3.77E+00,-2.14E+00,2.45E+01,2.45E+01
10847,-3.44E+00,-2.36E+00,2.33E+01,2.33E+01
10848,-3.23E+00,-2.63E+00,2.23E+01,2.23E+01
10849,-3.11E+00,-2.95E+00,2.12E+01,2.12E+01
10850,-3.08E+00,-3.31E+00,2.03E+01,2.03E+01
10851,-3.12E+00,-3.72E+00,1.94E+01,1.94E+01
10852,-3.24E+00,-4.18E+00,1.86E+01,1.86E+01
10853,-3.43E+00,-4.71E+00,1.79E+01,1.79E+01
10854,-3.69E+00,-5.31E+00,1.73E+01,1.73E+01
10855,-4.01E+00,-5.99E+00,1.67E+01,1.67E+01
10856,-4.41E+00,-6.78E+00,1.63E+01,1.63E+01
10857,-4.88E+00,-7.67E+00,1.60E+01,1.60E+01
10858,-5.44E+00,-8.69E+00,1.59E+01,1.59E+01
10859,-6.09E+00,-9.83E+00,1.60E+01,1.60E+01
10860,-6.84E+00,-1.11E+01,1.64E+01,1.64E+01
10861,-7.69E+00,-1.25E+01,1.70E+01,1.70E+01
10862,-8.64E+00,-1.39E+01,1.80E+01,1.80E+01
10863,-9.69E+00,-1.53E+01,1.95E+01,1.95E+01
10864,-1.08E+01,-1.67E+01,2.14E+01,2.14E+01
10865,-1.20E+01,-1.78E+01,2.39E+01,2.39E+01
10866,-1.32E+01,-1.84E+01,2.69E+01,2.69E+01
10867,-1.42E+01,-1.83E+01,3.03E+01,3.03E+01
10868,-1.50E+01,-1.73E+01,3.39E+01,3.39E+01
10869,-1.55E+01,-1.52E+01,3.73E+01,3.73E+01
10870,-1.54E+01,-1.20E+01,4.00E+01,4.00E+01
10871,-1.48E+01,-8.09E+00,4.16E+01,4.16E+01
10872,-1.34E+01,-3.92E+00,4.18E+01,4.18E+01
10873,-1.15E+01,-1.43E-01,4.06E+01,4.06E+01
10874,-9.25E+00,2.76E+00,3.85E+01,3.85E+01
10875,-6.85E+00,4.64E+00,3.59E+01,3.59E+01
10876,-4.55E+00,5.63E+00,3.33E+01,3.33E+01
10877,-2.51E+00,6.00E+00,3.11E+01,3.11E+01
10878,-8.10E-01,6.04E+00,2.91E+01,2.91E+01
10879,5.59E-01,5.93E+00,2.74E+01,2.74E+01
10880,1.63E+00,5.82E+00,2.61E+01,2.61E+01
10881,2.47E+00,5.77E+00,2.49E+01,2.49E+01
10882,3.13E+00,5.81E+00,2.38E+01,2.38E+01
10883,3.67E+00,5.96E+00,2.29E+01,2.29E+01
10884,4.12E+00,6.21E+00,2.21E+01,2.21E+01
10885,4.54E+00,6.57E+00,2.15E+01,2.15E+01
10886,4.95E+00,7.03E+00,2.09E+01,2.09E+01
10887,5.36E+00,7.60E+00,2.05E+01,2.05E+01
10888,5.81E+00,8.25E+00,2.02E+01,2.02E+01
10889,6.30E+00,8.99E+00,2.01E+01,2.01E+01
10890,6.84E+00,9.81E+00,2.02E+01,2.02E+01
10891,7.43E+00,1.07E+01,2.04E+01,2.04E+01
10892,8.08E+00,1.16E+01,2.09E+01,2.09E+01
10893,8.78E+00,1.25E+01,2.17E+01,2.17E+01
10894,9.53E+00,1.34E+01,2.27E+01,2.27E+01
10895,1.03E+01,1.41E+01,2.41E+01,2.41E+01
10896,1.11E+01,1.46E+01,2.57E+01,2.57E+01
10897,1.18E+01,1.49E+01,2.75E+01,2.75E+01
10898,1.24E+01,1.47E+01,2.96E+01,2.96E+01
10899,1.28E+01,1.40E+01,3.16E+01,3.16E+01
10900,1.31E+01,1.28E+01,3.35E+01,3.35E+01
10901,1.30E+01,1.11E+01,3.51E+01,3.51E+01
10902,1.26E+01,9.00E+00,3.61E+01,3.61E+01
10903,1.19E+01,6.77E+00,3.65E+01,3.65E+01
10904,1.09E+01,4.62E+00,3.61E+01,3.61E+01
10905,9.62E+00,2.77E+00,3.52E+01,3.52E+01
10906,8.25E+00,1.32E+00,3.39E+01,3.39E+01
10907,6.87E+00,3.31E-01,3.23E+01,3.23E+01
10908,5.56E+00,-2.61E-01,3.06E+01,3.06E+01
10909,4.40E+00,-5.44E-01,2.89E+01,2.89E+01
10910,3.41E+00,-6.15E-01,2.73E+01,2.73E+01
10911,2.60E+00,-5.58E-01,2.58E+01,2.58E+01
10912,1.97E+00,-4.35E-01,2.44E+01,2.44E+01
10913,1.49E+00,-2.85E-01,2.31E+01,2.31E+01
10914,1.13E+00,-1.34E-01,2.19E+01,2.19E+01
10915,8.81E-01,7.83E-03,2.07E+01,2.07E+01
10916,7.06E-01,1.36E-01,1.96E+01,1.96E+01
10917,5.92E-01,2.52E-01,1.86E+01,1.86E+01
10918,5.24E-01,3.59E-01,1.76E+01,1.76E+01
10919,4.91E-01,4.61E-01,1.66E+01,1.66E+01
10920,4.85E-01,5.64E-01,1.58E+01,1.58E+01
10921,5.01E-01,6.71E-01,1.49E+01,1.49E+01
10922,5.35E-01,7.89E-01,1.41E+01,1.41E+01
10923,5.86E-01,9.22E-01,1.34E+01,1.34E+01
10924,6.53E-01,1.07E+00,1.27E+01,1.27E+01
10925,7.37E-01,1.25E+00,1.20E+01,1.20E+01
10926,8.40E-01,1.46E+00,1.14E+01,1.14E+01
10927,9.65E-01,1.71E+00,1.08E+01,1.08E+01
10928,1.11E+00,2.01E+00,1.03E+01,1.03E+01
10929,1.29E+00,2.37E+00,9.77E+00,9.77E+00
10930,1.51E+00,2.79E+00,9.31E+00,9.31E+00
10931,1.76E+00,3.30E+00,8.89E+00,8.89E+00
10932,2.07E+00,3.91E+00,8.54E+00,8.54E+00
10933,2.44E+00,4.64E+00,8.24E+00,8.24E+00
10934,2.88E+00,5.51E+00,8.03E+00,8.03E+00
10935,3.40E+00,6.55E+00,7.92E+00,7.92E+00
10936,4.03E+00,7.78E+00,7.94E+00,7.94E+00
10937,4.78E+00,9.24E+00,8.15E+00,8.15E+00
10938,5.67E+00,1.10E+01,8.60E+00,8.60E+00
10939,6.73E+00,1.29E+01,9.38E+00,9.38E+00
10940,7.97E+00,1.52E+01,1.06E+01,1.06E+01
10941,9.42E+00,1.77E+01,1.25E+01,1.25E+01
10942,1.11E+01,2.02E+01,1.51E+01,1.51E+01
10943,1.29E+01,2.27E+01,1.88E+01,1.88E+01
10944,1.49E+01,2.46E+01,2.36E+01,2.36E+01
10945,1.68E+01,2.54E+01,2.97E+01,2.97E+01
10946,1.85E+01,2.43E+01,3.66E+01,3.66E+01
10947,1.97E+01,2.06E+01,4.37E+01,4.37E+01
10948,1.99E+01,1.40E+01,4.95E+01,4.95E+01
10949,1.87E+01,5.23E+00,5.24E+01,5.24E+01
10950,1.60E+01,-4.00E+00,5.16E+01,5.16E+01
10951,1.20E+01,-1.15E+01,4.75E+01,4.75E+01
10952,7.31E+00,-1.59E+01,4.23E+01,4.23E+01
10953,2.66E+00,-1.77E+01,3.77E+01,3.77E+01
10954,-1.41E+00,-1.79E+01,3.47E+01,3.47E+01
10955,-4.70E+00,-1.73E+01,3.34E+01,3.34E+01
10956,-7.22E+00,-1.65E+01,3.32E+01,3.32E+01
10957,-9.07E+00,-1.54E+01,3.38E+01,3.38E+01
10958,-1.03E+01,-1.40E+01,3.48E+01,3.48E+01
10959,-1.11E+01,-1.23E+01,3.58E+01,3.58E+01
10960,-1.13E+01,-1.03E+01,3.67E+01,3.67E+01
10961,-1.11E+01,-8.17E+00,3.70E+01,3.70E+01
10962,-1.05E+01,-6.00E+00,3.69E+01,3.69E+01
10963,-9.63E+00,-4.00E+00,3.62E+01,3.62E+01
10964,-8.50E+00,-2.35E+00,3.50E+01,3.50E+01
10965,-7.27E+00,-1.11E+00,3.36E+01,3.36E+01
10966,-6.04E+00,-2.75E-01,3.19E+01,3.19E+01
10967,-4.89E+00,2.06E-01,3.03E+01,3.03E+01
10968,-3.87E+00,4.23E-01,2.86E+01,2.86E+01
10969,-3.01E+00,4.63E-01,2.71E+01,2.71E+01
10970,-2.31E+00,3.97E-01,2.56E+01,2.56E+01
10971,-1.77E+00,2.78E-01,2.42E+01,2.42E+01
10972,-1.36E+00,1.38E-01,2.29E+01,2.29E+01
10973,-1.06E+00,-3.17E-03,2.17E+01,2.17E+01
10974,-8.50E-01,-1.37E-01,2.05E+01,2.05E+01
10975,-7.08E-01,-2.62E-01,1.94E+01,1.94E+01
10976,-6.19E-01,-3.78E-01,1.84E+01,1.84E+01
10977,-5.70E-01,-4.89E-01,1.74E+01,1.74E+01
10978,-5.54E-01,-6.00E-01,1.65E+01,1.65E+01
10979,-5.63E-01,-7.15E-01,1.56E+01,1.56E+01
10980,-5.93E-01,-8.40E-01,1.48E+01,1.48E+01
10981,-6.43E-01,-9.80E-01,1.40E+01,1.40E+01
10982,-7.10E-01,-1.14E+00,1.33E+01,1.33E+01
10983,-7.96E-01,-1.33E+00,1.26E+01,1.26E+01
10984,-9.02E-01,-1.54E+00,1.19E+01,1.19E+01
10985,-1.03E+00,-1.80E+00,1.13E+01,1.13E+01
10986,-1.19E+00,-2.11E+00,1.08E+01,1.08E+01
10987,-1.37E+00,-2.48E+00,1.02E+01,1.02E+01
10988,-1.59E+00,-2.91E+00,9.77E+00,9.77E+00
10989,-1.86E+00,-3.44E+00,9.34E+00,9.34E+00
10990,-2.17E+00,-4.06E+00,8.97E+00,8.97E+00
10991,-2.55E+00,-4.81E+00,8.67E+00,8.67E+00
10992,-3.00E+00,-5.70E+00,8.45E+00,8.45E+00
10993,-3.54E+00,-6.76E+00,8.34E+00,8.34E+00
10994,-4.18E+00,-8.01E+00,8.37E+00,8.37E+00
10995,-4.95E+00,-9.49E+00,8.60E+00,8.60E+00
10996,-5.86E+00,-1.12E+01,9.08E+00,9.08E+00
10997,-6.93E+00,-1.32E+01,9.91E+00,9.91E+00
10998,-8.19E+00,-1.55E+01,1.12E+01,1.12E+01
10999,-9.64E+00,-1.79E+01,1.31E+01,1.31E+01
11000,-1.13E+01,-2.04E+01,1.59E+01,1.59E+01
11001,-1.31E+01,-2.27E+01,1.97E+01,1.97E+01
11002,-1.50E+01,-2.45E+01,2.46E+01,2.46E+01
11003,-1.69E+01,-2.50E+01,3.06E+01,3.06E+01
11004,-1.85E+01,-2.36E+01,3.75E+01,3.75E+01
11005,-1.96E+01,-1.96E+01,4.42E+01,4.42E+01
11006,-1.96E+01,-1.29E+01,4.95E+01,4.95E+01
11007,-1.82E+01,-4.21E+00,5.19E+01,5.19E+01
11008,-1.54E+01,4.61E+00,5.07E+01,5.07E+01
11009,-1.14E+01,1.15E+01,4.66E+01,4.66E+01
11010,-6.84E+00,1.55E+01,4.15E+01,4.15E+01
11011,-2.36E+00,1.71E+01,3.71E+01,3.71E+01
11012,1.53E+00,1.72E+01,3.43E+01,3.43E+01
11013,4.65E+00,1.66E+01,3.30E+01,3.30E+01
11014,7.05E+00,1.58E+01,3.28E+01,3.28E+01
11015,8.80E+00,1.48E+01,3.33E+01,3.33E+01
11016,1.00E+01,1.36E+01,3.41E+01,3.41E+01
11017,1.07E+01,1.21E+01,3.50E+01,3.50E+01
11018,1.10E+01,1.03E+01,3.58E+01,3.58E+01
11019,1.09E+01,8.43E+00,3.61E+01,3.61E+01
11020,1.04E+01,6.49E+00,3.60E+01,3.60E+01
11021,9.60E+00,4.69E+00,3.55E+01,3.55E+01
11022,8.62E+00,3.16E+00,3.45E+01,3.45E+01
11023,7.53E+00,1.98E+00,3.32E+01,3.32E+01
11024,6.42E+00,1.16E+00,3.17E+01,3.17E+01
11025,5.37E+00,6.63E-01,3.02E+01,3.02E+01
11026,4.43E+00,4.17E-01,2.86E+01,2.86E+01
11027,3.63E+00,3.53E-01,2.71E+01,2.71E+01
11028,2.97E+00,4.08E-01,2.57E+01,2.57E+01
11029,2.46E+00,5.35E-01,2.44E+01,2.44E+01
11030,2.07E+00,7.03E-01,2.31E+01,2.31E+01
11031,1.80E+00,8.92E-01,2.19E+01,2.19E+01
11032,1.62E+00,1.09E+00,2.08E+01,2.08E+01
11033,1.51E+00,1.31E+00,1.97E+01,1.97E+01
11034,1.47E+00,1.53E+00,1.87E+01,1.87E+01
11035,1.48E+00,1.78E+00,1.77E+01,1.77E+01
11036,1.54E+00,2.04E+00,1.68E+01,1.68E+01
11037,1.64E+00,2.35E+00,1.60E+01,1.60E+01
11038,1.78E+00,2.70E+00,1.52E+01,1.52E+01
11039,1.97E+00,3.10E+00,1.45E+01,1.45E+01
11040,2.19E+00,3.57E+00,1.39E+01,1.39E+01
11041,2.47E+00,4.12E+00,1.33E+01,1.33E+01
11042,2.80E+00,4.76E+00,1.28E+01,1.28E+01
11043,3.19E+00,5.52E+00,1.24E+01,1.24E+01
11044,3.65E+00,6.40E+00,1.20E+01,1.20E+01
11045,4.20E+00,7.44E+00,1.19E+01,1.19E+01
11046,4.85E+00,8.65E+00,1.19E+01,1.19E+01
11047,5.61E+00,1.00E+01,1.21E+01,1.21E+01
11048,6.50E+00,1.16E+01,1.26E+01,1.26E+01
11049,7.52E+00,1.34E+01,1.34E+01,1.34E+01
11050,8.70E+00,1.53E+01,1.47E+01,1.47E+01
11051,1.00E+01,1.73E+01,1.66E+01,1.66E+01
11052,1.15E+01,1.93E+01,1.92E+01,1.92E+01
11053,1.30E+01,2.09E+01,2.26E+01,2.26E+01
11054,1.46E+01,2.19E+01,2.68E+01,2.68E+01
11055,1.61E+01,2.18E+01,3.18E+01,3.18E+01
11056,1.72E+01,2.02E+01,3.71E+01,3.71E+01
11057,1.78E+01,1.66E+01,4.21E+01,4.21E+01
11058,1.76E+01,1.12E+01,4.58E+01,4.58E+01
11059,1.63E+01,4.77E+00,4.73E+01,4.73E+01
11060,1.40E+01,-1.62E+00,4.63E+01,4.63E+01
11061,1.09E+01,-6.71E+00,4.34E+01,4.34E+01
11062,7.36E+00,-9.93E+00,3.96E+01,3.96E+01
11063,3.90E+00,-1.14E+01,3.60E+01,3.60E+01
11064,8.33E-01,-1.18E+01,3.32E+01,3.32E+01
11065,-1.70E+00,-1.17E+01,3.13E+01,3.13E+01
11066,-3.70E+00,-1.13E+01,3.00E+01,3.00E+01
11067,-5.23E+00,-1.10E+01,2.92E+01,2.92E+01
11068,-6.38E+00,-1.06E+01,2.88E+01,2.88E+01
11069,-7.23E+00,-1.03E+01,2.86E+01,2.86E+01
11070,-7.84E+00,-1.00E+01,2.86E+01,2.86E+01
11071,-8.27E+00,-9.71E+00,2.86E+01,2.86E+01
11072,-8.56E+00,-9.41E+00,2.87E+01,2.87E+01
11073,-8.73E+00,-9.10E+00,2.88E+01,2.88E+01
11074,-8.81E+00,-8.78E+00,2.89E+01,2.89E+01
11075,-8.80E+00,-8.45E+00,2.89E+01,2.89E+01
11076,-8.73E+00,-8.13E+00,2.88E+01,2.88E+01
11077,-8.61E+00,-7.82E+00,2.87E+01,2.87E+01
11078,-8.45E+00,-7.55E+00,2.85E+01,2.85E+01
11079,-8.27E+00,-7.31E+00,2.83E+01,2.83E+01
11080,-8.08E+00,-7.12E+00,2.80E+01,2.80E+01
11081,-7.89E+00,-6.98E+00,2.76E+01,2.76E+01
11082,-7.71E+00,-6.90E+00,2.73E+01,2.73E+01
11083,-7.55E+00,-6.88E+00,2.69E+01,2.69E+01
11084,-7.41E+00,-6.91E+00,2.65E+01,2.65E+01
11085,-7.31E+00,-7.00E+00,2.61E+01,2.61E+01
11086,-7.25E+00,-7.14E+00,2.57E+01,2.57E+01
11087,-7.23E+00,-7.33E+00,2.54E+01,2.54E+01
11088,-7.25E+00,-7.56E+00,2.51E+01,2.51E+01
11089,-7.31E+00,-7.83E+00,2.48E+01,2.48E+01
11090,-7.42E+00,-8.14E+00,2.47E+01,2.47E+01
11091,-7.56E+00,-8.47E+00,2.46E+01,2.46E+01
11092,-7.74E+00,-8.82E+00,2.45E+01,2.45E+01
11093,-7.96E+00,-9.18E+00,2.46E+01,2.46E+01
11094,-8.20E+00,-9.54E+00,2.47E+01,2.47E+01
11095,-8.47E+00,-9.89E+00,2.50E+01,2.50E+01
11096,-8.75E+00,-1.02E+01,2.53E+01,2.53E+01
11097,-9.04E+00,-1.05E+01,2.58E+01,2.58E+01
11098,-9.33E+00,-1.07E+01,2.63E+01,2.63E+01
11099,-9.59E+00,-1.08E+01,2.69E+01,2.69E+01
11100,-9.83E+00,-1.08E+01,2.75E+01,2.75E+01
11101,-1.00E+01,-1.07E+01,2.81E+01,2.81E+01
11102,-1.01E+01,-1.04E+01,2.88E+01,2.88E+01
11103,-1.02E+01,-1.00E+01,2.94E+01,2.94E+01
11104,-1.02E+01,-9.57E+00,2.98E+01,2.98E+01
11105,-1.00E+01,-9.00E+00,3.02E+01,3.02E+01
11106,-9.84E+00,-8.38E+00,3.04E+01,3.04E+01
11107,-9.55E+00,-7.74E+00,3.04E+01,3.04E+01
11108,-9.18E+00,-7.12E+00,3.03E+01,3.03E+01
11109,-8.77E+00,-6.56E+00,3.00E+01,3.00E+01
11110,-8.33E+00,-6.09E+00,2.95E+01,2.95E+01
11111,-7.88E+00,-5.71E+00,2.90E+01,2.90E+01
11112,-7.45E+00,-5.44E+00,2.83E+01,2.83E+01
11113,-7.05E+00,-5.29E+00,2.76E+01,2.76E+01
11114,-6.70E+00,-5.24E+00,2.69E+01,2.69E+01
11115,-6.40E+00,-5.28E+00,2.62E+01,2.62E+01
11116,-6.18E+00,-5.41E+00,2.54E+01,2.54E+01
11117,-6.02E+00,-5.62E+00,2.48E+01,2.48E+01
11118,-5.94E+00,-5.90E+00,2.41E+01,2.41E+01
11119,-5.93E+00,-6.24E+00,2.35E+01,2.35E+01
11120,-6.00E+00,-6.65E+00,2.30E+01,2.30E+01
11121,-6.13E+00,-7.11E+00,2.26E+01,2.26E+01
11122,-6.32E+00,-7.64E+00,2.22E+01,2.22E+01
11123,-6.59E+00,-8.21E+00,2.20E+01,2.20E+01
11124,-6.91E+00,-8.83E+00,2.19E+01,2.19E+01
11125,-7.30E+00,-9.50E+00,2.20E+01,2.20E+01
11126,-7.74E+00,-1.02E+01,2.22E+01,2.22E+01
11127,-8.23E+00,-1.09E+01,2.26E+01,2.26E+01
11128,-8.76E+00,-1.16E+01,2.32E+01,2.32E+01
11129,-9.31E+00,-1.22E+01,2.40E+01,2.40E+01
11130,-9.88E+00,-1.27E+01,2.49E+01,2.49E+01
11131,-1.04E+01,-1.30E+01,2.61E+01,2.61E+01
11132,-1.10E+01,-1.32E+01,2.75E+01,2.75E+01
11133,-1.14E+01,-1.30E+01,2.89E+01,2.89E+01
11134,-1.17E+01,-1.26E+01,3.03E+01,3.03E+01
11135,-1.19E+01,-1.18E+01,3.16E+01,3.16E+01
11136,-1.19E+01,-1.07E+01,3.27E+01,3.27E+01
11137,-1.16E+01,-9.33E+00,3.35E+01,3.35E+01
11138,-1.12E+01,-7.86E+00,3.39E+01,3.39E+01
11139,-1.05E+01,-6.39E+00,3.38E+01,3.38E+01
11140,-9.68E+00,-5.03E+00,3.34E+01,3.34E+01
11141,-8.75E+00,-3.89E+00,3.26E+01,3.26E+01
